# 第一順位：識字,,
梢,こずえ,
故事,こじ,
語句,ごく,
個々,ここ,
誤差,ごさ,
合議,ごうぎ,
口語,こうご,
交互,こうご,
偲ぶ,しのぶ,
公募,こうぼ,
由来,ゆらい,
故人,こじん,
戸籍,こせき,
許容,きょよう,
滑稽,こっけい,
殊更,ことさら,
国防,こくぼう,
広報,こうほう,
行楽,こうらく,
幻想,げんそう,
現像,げんぞう,
原典,げんてん,
見聞,けんぶん,
昼夜,ちゅうや,
口頭,こうとう,
講読,こうどく,
煌々,こうこう,
控除,こうじょ,
硬水,こうすい,
軟水,なんすい,
洪水,こうずい,
高配,こうはい,
荒廃,こうはい,
購買,こうばい,
合弁,ごうべん,
興業,こうぎょう,
口述,こうじゅつ,
高尚,こうしょう,
巧妙,こうみょう,
志す,こころざす,
快い,こころよい,
＊告知,こくち,
＊心地,ここち,
＊茶道,さどう,
＊勾配,こうばい,
＊誇張,こちょう,
＊被る,こうむる,
＊顕著,けんちょ,
＊倹約,けんやく,
＊交易,こうえき,
＊興行,こうぎょう,
＊悉く,ことごとく,
肥える,こえる,
焦げ茶,こげちゃ,
小切手,こぎって,
誤作動,ごさどう,
心得る,こころえる,
光熱費,こうねつひ,
考古学,こうこがく,
試みる,こころみる,
心構え,こころがまえ,
心強い,こころづよい,
心細い,こころぼそい,
香辛料,こうしんりょう,
＊＊格子,こうし,
＊＊挙って',こぞって,
＊濾す・漉す,こす,
＊拗れる・拗らせる,こじれる,
,,
,,
# 第二順位：組合動詞,,
,,
,,
# 第三順位：No Memories,,
梢,梢を払う。,treetop n.
誇張,事実を誇張する。,exaggerate v.
偲ぶ,故人を偲ぶ。,miss v.
現像,写真を現像する。,"""develop"" the photos."
言動,言動がおかしい。,behavior n.
合議,契約の内容について合議する。,negotiate v.
煌々,煌々と電気がついていた。,bright a.
口述,「口述試験」,oral a.
行進,「デモ行進」,march
公団,「公団住宅」・「日本道路公団」,= 法人
講読,小説を講読する。,read and interpret
購読,新聞を講読する。,subscribe v.
合弁,「合弁企業」,"""joint venture"""
公募,出演者を公募する。,recruit v.
広報,「広報活動」,publicize
被る,損害を被る。,suffer v.
国定,「国定教科書」・「国定公園」,= 国立
快い,「快いそよ風」,pleasing a.
許容,「許容できる誤差(ごさ)」,allow v.
＊殊更,今年の冬は殊更寒さが厳しい。,= なおさら
＊興業,「地方の興業」,promoting local industries
誤作動,誤作動でベルが鳴り始めた。,malfunction v.
挙って,家族挙って祭りに出かける。,= 全員/一緒に
小切手,小切手を現金に変える。,check n.
焦げ茶,「こげ茶色」,dark brown
光熱費,光熱費を節約する。,ーーー
心強い,「心強い言葉」,= 励み
心細い,一人旅は心細い。,= 不安
試みる,成功を試みる。,attempt v.
検証1/2,仮説を検証する。,verify v.
検証2/2,現場検証を行う。,investigate v.
＊＊高配,ご高配を賜り、感謝いたします。,care n.
＊＊勾配,「勾配の緩やかな坂」,slope n.
＊＊興行,オペラを興行する。,perform v.
＊＊控除,税金を控除する。,deduct v.
肥える1/2,「肥えた猫」・「肥えた土地」,fat / rich
肥える2/2,耳が肥えている。,discerning a.
＊＊心構え,「ビジネスマンとしての心構え」,= 覚悟
＊心得る1/3,相手の心情を心得る。,understand v.
＊心得る2/3,人の要求を心得る。,accept v.
＊心得る3/3,茶道(さどう)を心得る。,master v.
＊＊ゴシゴシ,ゴシゴシ背中を洗う。,strongly ad.
＊ことごとく,ことごとく失敗に終わる。,= 全面
＊＊拗れる・拗らせる 1/2,問題をこじらせる。,be more complex
＊＊拗れる・拗らせる 2/2,病気がこじれる。／風邪をこじらせる。,go worse v.
,,
,,
# 第四順位：Some Memories,,
健勝,ご健勝で何よりです。,
幻想,幻想を抱く。,
酷,「酷な批評」,
語句,「面白い語句」,
告知,癌を告知される。,
個々,「個々の意見」,
茶道,茶道を学ぶ。,
口頭,「口頭試験」／口頭で伝える、,oral a.
顕著,進歩が顕著だ。,
誤差,「許容(きょよう)できる誤差」,
故事,「故事の由来(ゆらい)」,
故人,故人を偲んだ。,
濾す・漉す,網で濾す。,
戸籍,戸籍に入れる。,
口語,口語が得意だ。,
講壇,講壇に立つ。,
工程,「製作工程」,
公認,公認される。,
交互,赤と白を交互に並べる。,
行楽,できる限り行楽する。,
荒廃,「荒廃した町」,
購買,本を購買する。,
巧妙,巧妙に人を操る。,
考古学,「考古学専攻」,
行使,権力を行使する。,
格子,「格子窓(まど)」,
原典,原典に基づいて書く。,
見聞,見聞を広める。,
倹約,食費を倹約する。,
原油,原油高で苦しむ。,
兼用,「晴雨兼用の傘」,
交易,外国と交易する。,
航海,航海に出る。,
高尚,「高尚な趣味」,
香辛料,「香辛料の匂い」,
硬水,硬水を軟水に変える。,
軟水,硬水を軟水に変える。,
洪水,洪水に出会った。,
厚生,「厚生施設」,
合成,「合成繊維」,
公然,公然とたばこを吸う。,
抗争,「内部の抗争」,
構想,「事業計画の構想」,
交代・交替,「昼夜交替」,
昼夜,「昼夜交替」,
光沢,光沢を失う。,
,,
,,
# 第五順位: 外來語,,
ゴールイン,ゴールインした。,goal in
コスチューム,コスチュームを着替える。,
,,
,,
# 第六順位：words with sequential voicing (Rendaku) phenomena,,
,,
,,
# 第七順位（末位）：prefixal/suffixal words,,
故～,「故社長」,
～心地,「乗り心地」,the feeling of ...
～越し,「垣根越し」・「10年越し」,with the gap of ...
