# 第一順位：識字,,
×,ばつ,
＊斜,はす,
被～,ひ,
～話,ばなし,
賠償,ばいしょう,
売買,ばいばい,
配慮,はいりょ,
図る,はかる,
莫大,ばくだい,
迫力,はくりょく,
派遣,はけん,
運び,はこび,
挟む,はさむ,
梯子,はしご,
肌着,はだぎ,
発揮,はっき,
破片,はへん,
浜辺,はまべ,
針金,はりがね,
犯行,はんこう,
繁盛,はんじょう,
繁殖,はんしょく,
＊弾く,はじく,
＊＊鳩,はと,
～離れ,ばなれ,
生やす,はやす,
跳ねる,はねる,
話し下手,はなしべた,
励み／励ます,はげみ／はげます,
剥がれる／剥がす,はがれる／はがす,
,,
,,
# 第二順位：組合動詞,,
張り＋切る,"1. 弓の弦が張り切っている。
2. 自分の新しい事業に張り切っている。","1. tighten (v.)
2. be excited about ..."
(払い1/2) 払い＋込む,税金を払い込む。,pay(v.)
(払い2/2) 払い＋戻す,料金を払い戻す。,refund(v.)
,,
,,
# 第三順位：No Memories,,
鳩,ー,dove(n.)
番,店の番をする。,look after the store.
図る,利益を図る。／自殺を図る。,plan to ...
迫力,迫力を感じた。,appeal (n.)
針金,針金で縛る。,wire (n.)
判事,ー,<law> judge (n.)
＊配慮,配慮が足りない。,concern (n.)
働き者,彼はまさに働き者だ。,hard worker (n.)
日帰り,「日帰り旅行」,Day Trip
(弾く1/3),指で弾く。／算盤を弾く。,flick (v.) ( + a switch(n.) / a speck of dust off / the beads of an abacus)
(弾く2/3),ギターの弦を弾く。,pluck (v.) / strum (v.) ( + string(s)(n.) )
(弾く3/3),水を弾く。,"repel (v.) ""waterproof"""
＊はきはき,「はきはきした応対」,experienced(a.)
＊払い込む,税金を払い込む。,pay(v.)
＊払い戻す,料金を払い戻す。,refund(v.)
励み／励ます,励みを受けた。,encourage (n./v.)
(＊＊ばね1/2),ばねを仕掛ける。,"spring (n.) ""A stuff"""
(＊＊ばね2/2),ばねが強い。,"spring (n.) ""A force"""
(張り切る1/2),弓の弦が張り切っている。,tighten (v.)
(＊はらはら1/3),はらはらしながら結果を待つ。,anxiously (ad.)
(＊はらはら3/3),紙がはらはらと肩にかかる。,loosely (ad.)
(＊＊はらはら2/3),涙がはらはらと零れる。,unstoppably (ad.)
＊＊はなはだしい,「はなはだしく不利な条件」,extremely (ad.)
,,
,,
# 第四順位：Some Memories,,
×,×で示す。,
犯行,犯行を否定する。,
反対語,ー,
肌寒い,朝夕が肌寒く感じる。,
(張り切る2/2),自分の新しい事業に張り切っている。,
,,
,,
# 第五順位: 外來語,,
ハム,ham (n.),
パトカー,patrol-car (n.),
ビーカー,"""A lipped cylindrical glass container for lab use""",
ヒーター,冬のためにヒーターを用意する。,
ヒアリング,ヒアリングの練習をする。,hearing (n.)
ハンドブック,handbook (n.),
ピーティーエー,Parent-Teacher Association,
,,
,,
# 第六順位：words with sequential voicing (Rendaku) phenomena,,
～話,,
歯車,,
浜辺,,
梯子,,
針金,,
肌着,,
日帰り,,
肌寒い,,
話し下手,,
,,
,,
# 第七順位（末位）：prefixal/suffixal words,,
被～,「被害者」／「被選挙権」,
～離れ,「現実離れ」／「活字離れ」,
