# 第一順位：識字,,
巣,す,
皺,しわ,
棚,たな,
刷る,する,
～隻,せき,
～状,じょう,
～錠,じょう,
仕様,しよう,
助詞,じょし,
初歩,しょほ,
針路,しんろ,
除夜,じょや,
白髪,しらが,
図形,ずけい,
勧め,すすめ,
涼む,すずむ,
書物,しょもつ,
書籍,しょせき,
将棋,しょうぎ,
随筆,ずいひつ,
寸法,すんぽう,
飼料,しりょう,
上下,じょうげ,
素人,しろうと,
正味,しょうみ,
所帯,しょたい,
進行,しんこう,
一隻,いっせき,
心身,しんしん,
震災,しんさい,
定規,じょうぎ,
人種,じんしゅ,
審判,しんぱん,
垂直,すいちょく,
進出,しんしゅつ,
初旬,しょじゅん,
食塩,しょくえん,
上映,じょうえい,
消息,しょうそく,
上品,じょうひん,
錠剤,じょうざい,
消耗,しょうもう,
奨励,しょうれい,
上京,じょうきょう,
空かす,すかす,
人件費,じんけんひ,
生じる,しょうじる,
称する,しょうする,
心配事,しんぱいごと,
小児科,しょうにか,
図々しい,,
新郎新婦,しんろうしんぷ,
澄む・清む,すむ,
据え付ける,すえつける,
,,
,,
# 第二順位：組合動詞,,
住み＋着く,,
据え＋付ける,,
,,
,,
# 第三順位：No Memories,,
仕様,method(n.),
錠剤,tablet(n.),
寸法,この棚は部屋の寸法にぴったりだ。,size(n.)
しわ,シャツにしわがついているよ。,wrinkle(n.)
針路,船は北東の針路を取った。,course(n.)
勧め,「学問の勧め」,advice(n.)
定規,定規を使って線を引いてください。,ruler(n.)
常勤,「常勤の医師」,full-time(a.)
清書,作文を清書して提出してください。,make a clean copy of ...
水素,「水素イオン」,hydrogen(n.)
進出,純決戦に進出する。,Advance to the finals.
所帯,彼は若くして所帯を持った。,He started a family at a young age.
涼む,夕方外に出て涼む。,cool off(phrv.)
正味,この缶詰は正味200グラムです。／正味八時間働いた。,"net, net-weight; ""worked 8 hours net."""
すっと,すっと消えた。,in an instant
障害者,「知的障害者」,people with disability
人件費,人件費が増えた。,Labor costs
住み着く,親戚の家に住み着いている。,live in(phrv.)
胸糞悪い,あの発言、本当に胸糞悪いわ。,disgusting(a.)
据え付ける,新型機械を据え付ける。,install(v.)
ずらす／ずれる,家具をずらす。／積み荷がずれる。,shift(v.)
くっつく / くっつける 2/2,仲間にくっつける。,recruit(v.)
,,
,,
# 第四順位：Some Memories,,
上品,「上品な味」,
省エネ,「省エネ技術」,
称する,「太郎と称する男」,
すらすら,すらすらと答える。,
,,
,,
# 第五順位: 外來語,,
ステッキ,ステッキをつく。,(walking) stick(n.)
ステンレス,stainless steel,
スパゲッティ,spaghetti(n.),
スチュワーデス,stewardess(n.),
シルバーシート,priority seating,
,,
,,
# 第六順位：words with sequential voicing (Rendaku) phenomena,,
審判,,
新婦,,
寸法,,
心配事,,
,,
,,
# 第七順位（末位）：prefixal/suffixal words,,
～錠,この薬は一日三錠飲んでください。,tablet(n.)
～スタンド,「インクスタンド」／「ガソリンスタンド」,table(n.)/station(n.)
